Correct Response,Rotation (deg),Reaction Time (ms),Target
1,-45.0,591.9713000002957,0
1,-45.0,796.4231000005384,1
1,45.0,814.5052999971085,0
1,0.0,621.8430000008084,0
1,15.0,696.0456000015256,0
1,30.0,854.4153000002552,1
1,-15.0,567.964399997436,0
1,45.0,709.0142000015476,0
1,15.0,583.2088000024669,0
1,-15.0,730.1447999998345,1
1,0.0,705.3010000017821,0
1,15.0,700.9607999971195,1
1,0.0,598.6880000018573,0
1,-45.0,733.4946999981184,0
1,-30.0,722.0059000028414,1
1,-30.0,662.9859999993641,1
1,-30.0,546.3200000012876,1
1,-30.0,549.1779000003589,1
1,45.0,680.1520000008168,0
1,45.0,834.8712000006344,1
1,15.0,433.82980000023963,0
1,-15.0,686.829400001443,0
1,-15.0,580.5447999991884,0
1,-45.0,665.0219000002835,1
1,-30.0,661.3322000011976,0
1,15.0,500.3185999994457,1
1,-15.0,587.8419000000576,1
1,45.0,561.2534000028973,0
1,15.0,422.8966999980912,1
1,15.0,559.4028999985312,1
1,-45.0,503.6843999987468,0
1,-15.0,486.05509999833885,1
1,-15.0,607.6442999983556,1
1,30.0,785.349399997358,1
1,0.0,695.7248999970034,1
1,45.0,597.6159000019834,1
1,-30.0,784.0353999999934,0
1,15.0,635.1377000028151,0
1,-45.0,805.1726999983657,1
1,0.0,587.5247000003583,1
1,15.0,613.2151999991038,0
1,-15.0,675.5688000012015,0
1,15.0,813.3946000016294,0
1,30.0,495.0535000025411,0
1,-30.0,714.5280000004277,1
1,30.0,1119.6765999993659,1
1,30.0,1107.6556000007258,1
1,0.0,485.11380000127247,0
1,30.0,772.1286000014516,0
1,45.0,527.9165000029025,0
1,15.0,647.1151999976428,1
1,-15.0,775.6703000013658,1
1,0.0,531.6930000008142,1
1,30.0,588.7952999983099,1
1,45.0,732.122999997955,1
1,-30.0,1026.3164999996661,1
1,-30.0,666.4101999995182,1
1,15.0,609.3142000027001,1
1,15.0,623.3309999988705,0
1,30.0,769.7074999996403,0
1,-15.0,833.1390000021202,1
1,-45.0,1187.3459000016737,1
1,0.0,606.0961999974097,1
1,45.0,945.3355000005104,1
1,0.0,525.4404000006616,0
1,-30.0,515.3334999995423,0
1,15.0,600.9154000021226,0
1,-45.0,517.1212999994168,0
1,-15.0,778.0426999997871,1
1,0.0,733.9173000000301,1
1,30.0,619.8464999979478,0
1,-45.0,902.4547999979404,1
1,45.0,897.0593999983976,0
1,-30.0,892.7752999989025,1
1,-30.0,643.6838999979955,0
1,-15.0,650.9345000013127,0
1,-15.0,605.297200003406,0
1,30.0,608.156099999178,1
1,30.0,571.3868999991973,0
1,-45.0,619.8401000001468,0
1,-15.0,709.7179000011238,1
1,30.0,672.7326000000176,0
1,-45.0,813.0516999990505,0
1,30.0,598.873700000695,1
1,0.0,561.7923999998311,1
1,45.0,594.0251000029093,0
1,0.0,866.3521000016772,1
1,0.0,636.9677999973646,0
1,0.0,747.0635999998194,1
1,-30.0,781.3043999994989,0
1,15.0,538.3327000017744,0
1,-45.0,473.9021000023058,0
1,45.0,634.687900001154,0
1,-45.0,932.7893000008771,1
1,15.0,781.4969000028213,0
1,30.0,816.8041999997513,0
1,-15.0,698.7419999968552,1
1,30.0,661.9797999992443,0
1,0.0,794.0651999997499,1
1,-15.0,526.4672999983304,0
1,45.0,932.8019000022323,1
1,-15.0,526.1097000002337,1
1,-15.0,553.8307999995595,1
1,30.0,646.488300000783,1
1,-15.0,552.4517000012565,0
1,0.0,473.2317999987572,1
1,0.0,563.1476999988081,1
1,15.0,487.13340000176686,0
1,0.0,563.0596999981208,0
1,15.0,687.3195999978634,1
1,45.0,534.4972000020789,0
1,-45.0,1075.8630000018456,1
1,30.0,715.716099999554,1
1,45.0,614.5668999997724,1
1,45.0,744.4880999973975,0
1,45.0,838.9567999984138,1
1,-45.0,731.503299997712,1
1,30.0,625.0422000011895,0
1,-30.0,859.1156000002229,1
1,-15.0,503.3274000015808,1
1,45.0,562.5891999989108,0
1,-30.0,727.5788000006287,0
1,0.0,661.1467000002449,1
1,45.0,650.7449000018823,1
1,0.0,623.5770999992383,1
1,-30.0,1098.968700000114,0
1,-45.0,466.7245000018738,0
1,30.0,607.2674999995797,0
1,-30.0,554.0680000012799,0
1,-45.0,750.48660000175,1
1,45.0,791.7777999973623,1
1,15.0,553.5831000015605,0
1,30.0,606.9366999981867,0
1,-15.0,1585.530899999867,1
1,0.0,1069.923300001392,0
1,-30.0,597.5493000005372,1
1,45.0,552.6414999985718,1
1,-45.0,405.7147999992594,0
1,0.0,676.0753000016848,0
1,-30.0,788.4694999993371,0
1,30.0,864.3611000006786,1
1,0.0,644.1306000015175,1
1,-30.0,521.4807000011206,1
1,-45.0,443.3394000006956,1
1,-30.0,508.6461999999301,1
1,0.0,474.8040000013134,0
1,15.0,542.7003999975568,1
1,15.0,554.4274999992922,1
1,-45.0,558.9564000001701,1
1,-45.0,573.6961000002339,1
