Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
1920,1080,52,50,0,Desktop,1.4000000000000004,1.0000000000000002,1.0,0,0,0.65,1.0,25.625,-1.0,25.9375,1.0375
